chr1	3670862	3672072	173	285
chr1	4408901	4409171	7	3
chr1	4491740	4493579	594	678
chr1	4496873	4497438	136	168
chr1	4571383	4572287	89	88
chr1	4785088	4786246	981	984
chr1	4807351	4808479	961	1148
chr1	4857172	4857615	169	151
chr1	4857719	4858683	897	971
chr1	5019064	5020335	128	185
chr1	5082934	5083828	883	1067
chr1	6213850	6215559	1830	2088
chr1	6382776	6383301	34	34
chr1	7088268	7088781	381	427
chr1	7088987	7089988	728	578
chr1	7397588	7398704	705	705
chr1	8410823	8411164	23	14
chr1	9237004	9237969	82	83
chr1	9299314	9299575	10	29
chr1	9545367	9546775	955	1188
chr1	9629884	9630137	23	27
chr1	9630323	9631208	79	62
chr1	9699931	9701243	837	1058
chr1	9747322	9748468	990	1210
chr1	9797668	9798907	1198	1342
chr1	9848011	9848984	136	195
chr1	9943473	9944532	712	754
chr1	9967253	9968507	246	338
chr1	10008895	10009122	14	12
chr1	10037381	10038706	1509	1494
chr1	10039730	10040289	708	817
chr1	10232022	10233736	1722	2112
chr1	10993418	10994668	665	776
chr1	11329495	11329821	17	15
chr1	11413800	11414626	49	65
chr1	12692253	12693761	191	192
chr1	12718475	12719623	64	35
chr1	12764369	12765058	25	9
chr1	12991406	12992783	353	429
chr1	13293304	13293799	51	57
chr1	13372568	13374723	2714	3211
chr1	13426131	13427028	123	180
chr1	13588905	13589915	1139	1368
chr1	13659665	13660828	466	551
chr1	14304371	14304620	8	9
chr1	14309405	14310311	114	142
chr1	14506488	14506917	14	12
chr1	14754680	14756176	149	224
chr1	15286560	15287316	38	57
chr1	15805263	15805483	67	75
chr1	15805590	15806469	900	1059
chr1	15892438	15892985	38	48
chr1	16092908	16093480	21	16
chr1	16103774	16104404	679	716
chr1	16104678	16106377	1517	1701
chr1	16518592	16520078	905	1049
chr1	16618362	16619361	1090	1353
chr1	16619490	16619730	87	86
chr1	16656215	16657502	1135	1186
chr1	16664939	16665981	749	854
chr1	16688049	16689160	579	542
chr1	17096588	17097907	423	482
chr1	17601958	17603430	105	87
chr1	17603900	17604174	19	6
chr1	17727219	17728221	61	93
chr1	20819714	20820348	393	473
chr1	20890191	20891405	450	580
chr1	20951148	20952155	220	289
chr1	21071018	21071218	9	9
chr1	21078592	21079298	529	668
chr1	21079422	21079846	172	223
chr1	21166345	21167094	124	138
chr1	21218495	21219219	320	323
chr1	21240650	21241377	33	33
chr1	21271761	21272329	37	28
chr1	21829748	21830320	26	19
chr1	21960800	21962015	254	231
chr1	22327560	22327851	22	8
chr1	22533509	22533976	28	24
chr1	22805565	22806407	104	101
chr1	23188121	23188472	16	18
chr1	23256240	23257640	1208	1285
chr1	23301392	23301742	15	12
chr1	23301842	23302042	11	7
chr1	23321416	23321906	25	18
chr1	23382503	23383273	637	819
chr1	23762094	23762970	57	72
chr1	23763026	23763226	11	11
chr1	23921523	23922632	1031	1262
chr1	24004982	24005917	569	545
chr1	24099489	24100897	1201	1502
chr1	24586685	24587010	12	20
chr1	24611690	24611923	31	12
chr1	24612225	24612549	29	21
chr1	24613502	24614071	68	54
chr1	24615120	24615388	25	25
chr1	24615780	24616028	35	26
chr1	24677994	24679382	1270	1435
chr1	24699225	24699714	3	16
chr1	25016511	25016711	11	9
chr1	25829966	25830499	21	19
chr1	26687222	26687446	1	1
chr1	29737215	29737417	17	9
chr1	30872782	30874275	1578	1833
chr1	30948647	30950404	1337	1359
chr1	31019622	31020001	22	20
chr1	33362656	33363329	25	17
chr1	33669366	33670618	827	936
chr1	33719787	33720682	560	711
chr1	33757149	33758122	505	544
chr1	33813672	33814616	804	906
chr1	33883330	33883570	11	16
chr1	33883607	33883807	13	12
chr1	33907417	33908518	486	595
chr1	33945057	33945389	16	19
chr1	34005874	34006922	319	328
chr1	34011143	34012282	789	1002
chr1	34121058	34122568	331	332
chr1	34236299	34237807	196	219
chr1	34326604	34326923	16	13
chr1	34388971	34389274	15	16
chr1	34432835	34433430	160	161
chr1	34434535	34435329	372	327
chr1	34438908	34440467	1186	1396
chr1	34459136	34460317	342	386
chr1	34472397	34473518	311	413
chr1	34485368	34486082	40	48
chr1	34750465	34751015	38	49
chr1	34801657	34802322	141	218
chr1	34841996	34843454	1194	1048
chr1	34849664	34850672	518	590
chr1	35849700	35850350	42	34
chr1	35879942	35880186	17	3
chr1	35913991	35914191	11	3
chr1	36068312	36069506	995	1277
chr1	36243592	36244592	671	871
chr1	36254937	36255183	13	21
chr1	36272590	36273511	132	176
chr1	36307719	36308849	774	826
chr1	36368194	36369212	812	979
chr1	36444627	36445376	541	726
chr1	36470967	36472285	749	866
chr1	36511807	36513106	1085	1424
chr1	36534044	36535717	261	227
chr1	36546612	36547342	362	431
chr1	36556217	36556620	194	166
chr1	36556722	36558593	1961	2070
chr1	36580435	36580800	14	23
chr1	36589178	36589402	5	10
chr1	36691471	36692433	936	1100
chr1	36709147	36710047	940	1110
chr1	36784894	36785591	31	32
chr1	36938728	36940287	1816	2142
chr1	37028857	37029774	113	164
chr1	37299824	37300727	870	1049
chr1	37429406	37430858	1254	1499
chr1	37495830	37496098	6	11
chr1	37540105	37541488	937	1272
chr1	37639004	37639293	20	13
chr1	37719467	37720269	121	200
chr1	37864363	37865158	418	554
chr1	37865311	37865756	188	216
chr1	37871899	37872832	329	314
chr1	37889704	37891120	895	953
chr1	37996521	37997251	727	694
chr1	37997426	37998814	1285	1435
chr1	38128851	38130260	1264	1586
chr1	38304481	38304901	17	20
chr1	38626780	38628053	379	384
chr1	38664555	38664886	12	18
chr1	38835615	38836747	182	219
chr1	38897610	38898369	86	120
chr1	38987267	38988543	909	983
chr1	39192877	39194730	697	774
chr1	39280823	39281409	29	20
chr1	39367409	39367724	107	124
chr1	39367842	39368798	1013	1072
chr1	39477887	39479173	691	956
chr1	39535309	39536538	986	1308
chr1	39576379	39577726	956	1304
chr1	39650338	39651033	44	54
chr1	39720741	39721454	79	104
chr1	39761533	39762193	53	31
chr1	39804473	39805339	69	47
chr1	39867675	39868165	14	26
chr1	39869791	39870230	17	8
chr1	39900345	39902395	1587	1672
chr1	39935905	39936686	126	146
chr1	40085502	40086235	83	108
chr1	40224940	40225661	77	72
chr1	40266332	40267645	495	552
chr1	40324487	40326085	203	162
chr1	40404900	40405183	15	7
chr1	40680561	40682008	278	402
chr1	40790208	40791147	407	475
chr1	40805620	40806508	201	206
chr1	40806786	40807292	52	33
chr1	40874209	40874562	15	18
chr1	40874655	40874855	10	3
chr1	42491766	42492005	11	8
chr1	42696646	42697415	49	71
chr1	42713450	42714011	19	24
chr1	42714302	42714541	17	15
chr1	42851192	42851966	557	795
chr1	42952839	42953591	70	100
chr1	43091924	43093091	1127	1279
chr1	43098036	43099324	1372	1466
chr1	43163269	43164181	138	153
chr1	43193799	43194834	339	256
chr1	43195318	43196659	444	343
chr1	43311126	43311394	14	11
chr1	43445347	43447047	1265	1607
chr1	43826999	43827839	595	795
chr1	43828075	43828359	84	71
chr1	43933238	43934826	1347	1430
chr1	44041967	44042600	35	29
chr1	44101596	44102819	631	701
chr1	44118268	44120272	1191	1245
chr1	44147380	44148570	764	868
chr1	44198604	44199172	28	23
chr1	44551600	44552757	524	698
chr1	45311556	45312909	225	148
chr1	45313241	45313936	79	48
chr1	45501655	45503120	328	308
chr1	45734522	45735002	33	26
chr1	45794782	45796067	1051	1165
chr1	45925139	45926149	377	415
chr1	46053009	46053273	13	19
chr1	46066587	46067270	131	149
chr1	46852572	46853534	1262	1679
chr1	46853708	46854215	281	243
chr1	50926846	50928173	168	223
chr1	50962538	50962748	14	4
chr1	51267198	51267400	13	8
chr1	51289199	51291865	1680	1474
chr1	51292052	51292271	129	104
chr1	51333256	51334129	171	152
chr1	51477615	51478425	635	659
chr1	51478593	51479034	212	215
chr1	51914794	51916063	835	802
chr1	52008685	52009123	19	34
chr1	52113369	52113819	98	85
chr1	52118993	52120451	1038	1289
chr1	52166909	52167436	39	36
chr1	52231950	52233226	1697	2015
chr1	52233429	52233751	179	151
chr1	52499507	52500974	1520	1900
chr1	52630599	52631253	495	665
chr1	52726420	52727654	918	1215
chr1	52798897	52799505	27	25
chr1	52816619	52818030	805	904
chr1	52844543	52844788	45	34
chr1	52844942	52845701	306	390
chr1	52952479	52953175	97	140
chr1	53296584	53297653	719	851
chr1	53313239	53314215	532	495
chr1	53352042	53352767	619	785
chr1	53706482	53706865	18	22
chr1	53784181	53785250	957	1230
chr1	53823769	53824010	15	12
chr1	53940289	53940499	12	14
chr1	53976726	53978517	368	229
chr1	54194126	54195300	626	891
chr1	54250320	54250588	21	23
chr1	54250735	54251269	81	91
chr1	54438321	54439223	503	592
chr1	54556938	54558182	795	1034
chr1	54837933	54838448	20	34
chr1	54912228	54912483	4	5
chr1	54925507	54926685	1012	1399
chr1	55026307	55027444	1460	1497
chr1	55027593	55027882	152	158
chr1	55052241	55052621	140	180
chr1	55052777	55053763	849	850
chr1	55087002	55088088	1245	1217
chr1	55088268	55088891	698	647
chr1	55130679	55132038	1381	1643
chr1	55171960	55172394	10	29
chr1	55201780	55202400	29	39
chr1	55225905	55227034	242	253
chr1	55237171	55238371	772	930
chr1	55363337	55363911	70	88
chr1	55405466	55407039	648	811
chr1	56972168	56973873	1085	1344
chr1	57377537	57378271	681	922
chr1	57405970	57407456	1395	1569
chr1	57429911	57430111	9	1
chr1	57436289	57437220	74	72
chr1	57774255	57775798	999	1239
chr1	57852595	57852992	30	23
chr1	57969379	57970129	549	676
chr1	57995642	57996525	348	444
chr1	58029725	58030756	250	222
chr1	58113316	58113621	8	17
chr1	58392185	58393970	2321	2684
chr1	58422572	58424066	2158	2162
chr1	58444892	58446146	541	634
chr1	58504271	58505527	865	939
chr1	58585692	58587187	1430	1463
chr1	58613834	58614109	14	4
chr1	58652390	58653287	497	622
chr1	58711361	58712259	845	828
chr1	58712399	58712680	127	60
chr1	58713238	58714208	674	562
chr1	58766733	58767194	26	16
chr1	58795330	58796468	546	583
chr1	58802597	58803678	128	113
chr1	58972716	58974298	1572	1880
chr1	59119523	59120653	614	701
chr1	59236720	59238065	1149	1341
chr1	59481372	59481897	206	219
chr1	59482115	59483285	580	700
chr1	59515997	59516321	14	8
chr1	59669933	59671404	1727	2264
chr1	59684437	59684712	66	43
chr1	59684919	59685797	659	689
chr1	59762776	59763320	401	466
chr1	59763425	59765079	1876	1874
chr1	59912510	59914155	1982	2550
chr1	60042761	60043518	179	269
chr1	60097329	60098823	1305	1214
chr1	60158321	60158611	8	9
chr1	60179955	60180315	200	152
chr1	60180520	60181536	1177	1302
chr1	60342898	60344011	611	747
chr1	60409170	60410463	1119	1410
chr1	60565402	60566791	1494	1641
chr1	60566962	60567392	252	240
chr1	60667906	60668657	33	27
chr1	60715660	60716230	53	34
chr1	60716380	60716630	6	3
chr1	60716742	60716959	18	2
chr1	60811719	60812558	34	23
chr1	60960713	60961054	16	14
chr1	61181426	61181771	24	18
chr1	61638463	61639609	828	949
chr1	62702847	62704376	830	872
chr1	62704769	62705780	397	403
chr1	62706005	62707187	559	676
chr1	62795787	62796011	7	6
chr1	62966644	62967071	39	36
chr1	62984661	62984991	33	23
chr1	63113046	63115135	1762	2009
chr1	63129709	63130092	21	26
chr1	63175906	63177648	1734	1884
chr1	63273090	63273935	63	60
chr1	63445798	63446611	90	148
chr1	63730315	63731225	689	659
chr1	64018636	64019058	16	20
chr1	64078036	64079145	74	58
chr1	64088146	64088386	10	5
chr1	64119316	64119704	189	148
chr1	64119834	64121472	1282	1104
chr1	64121849	64122299	678	646
chr1	64198603	64198803	7	2
chr1	64302631	64303438	61	37
chr1	64532052	64533994	1675	1935
chr1	64616690	64617900	1166	1448
chr1	64690371	64690608	74	78
chr1	64690899	64691925	990	1269
chr1	64736363	64737791	733	994
chr1	64918938	64919551	33	19
chr1	64956188	64957130	464	559
chr1	65112240	65113127	42	18
chr1	65177872	65179698	841	1019
chr1	65185941	65187316	922	1183
chr1	65873136	65873709	38	38
chr1	66174955	66175851	148	150
chr1	66467837	66468363	17	28
chr1	66700533	66701630	723	910
chr1	66815884	66817630	1825	1854
chr1	66817734	66818074	246	341
chr1	66838438	66838675	15	7
chr1	66862217	66863895	1179	1205
chr1	66896089	66896692	26	12
chr1	67038258	67039286	656	867
chr1	67398123	67398335	10	4
chr1	68504302	68504785	31	15
chr1	68780680	68780966	18	6
